job_id,user_id,printer_id,print_time,page_count,duplex,color,paper_size,document_type,cost
JOB0302,USR227,PRN016,"2024-04-12 19:59:20",163,1,0,A3,technical_spec,10.37
JOB0303,USR315,PRN022,"2024-04-12 23:18:03",260,1,0,Letter,report,6.88
JOB0304,USR307,PRN021,"2024-04-13 02:45:18",339,0,1,A4,memo,12.92
JOB0305,USR090,PRN004,"2024-04-13 05:57:48",308,0,1,Letter,brochure,18.88
JOB0306,USR300,PRN002,"2024-04-13 08:13:28",128,0,0,A3,contract,17.18
JOB0307,USR165,PRN015,"2024-04-13 09:28:25",108,1,1,Letter,invoice,10.51
JOB0308,USR015,PRN014,"2024-04-13 10:25:51",329,1,0,Letter,contract,5.98
JOB0309,USR011,PRN013,"2024-04-13 14:03:23",38,0,0,Letter,report,7.44
JOB0310,USR042,PRN014,"2024-04-13 16:25:49",384,1,0,A4,memo,0.44
JOB0311,USR104,PRN007,"2024-04-13 16:52:00",190,0,1,A4,contract,3.9
JOB0312,USR035,PRN007,"2024-04-13 23:18:45",188,0,0,A4,technical_spec,19.84
JOB0313,USR230,PRN019,"2024-04-14 03:54:51",108,0,1,A4,contract,6.42
JOB0314,USR075,PRN018,"2024-04-14 08:40:22",253,1,1,A3,contract,7.3
JOB0315,USR013,PRN004,"2024-04-14 15:57:56",349,0,1,A3,brochure,5.47
JOB0316,USR004,PRN001,"2024-04-14 16:12:08",247,0,1,Letter,contract,2.89
JOB0317,USR124,PRN015,"2024-04-15 04:26:11",115,1,1,Letter,report,6.95
JOB0318,USR023,PRN017,"2024-04-15 04:30:17",212,0,0,A4,technical_spec,16.62
JOB0319,USR032,PRN025,"2024-04-15 07:42:55",223,0,1,A4,invoice,5.83
JOB0320,USR238,PRN024,"2024-04-15 14:45:47",23,0,1,A3,contract,18.08
JOB0321,USR184,PRN016,"2024-04-15 19:25:31",105,0,1,A4,technical_spec,1.11
JOB0322,USR070,PRN009,"2024-04-15 19:29:02",381,1,0,A3,technical_spec,13.26
JOB0323,USR283,PRN007,"2024-04-15 22:08:33",286,1,0,A3,invoice,10.12
JOB0324,USR300,PRN022,"2024-04-15 23:04:22",371,0,1,A3,blueprint,13.93
JOB0325,USR031,PRN020,"2024-04-15 23:26:04",157,1,1,A4,memo,11.18
JOB0326,USR046,PRN019,"2024-04-16 02:42:37",185,0,1,A3,report,18.21
JOB0327,USR252,PRN011,"2024-04-16 05:07:29",212,0,1,A3,invoice,18.95
JOB0328,USR054,PRN003,"2024-04-16 11:40:15",376,1,0,Letter,blueprint,18.68
JOB0329,USR180,PRN002,"2024-04-16 13:50:34",200,1,1,A4,contract,4.62
JOB0330,USR115,PRN019,"2024-04-16 20:32:00",222,1,0,Letter,invoice,2.13
JOB0331,USR303,PRN013,"2024-04-17 06:52:39",292,0,0,A4,memo,6.9
JOB0332,USR003,PRN001,"2024-04-17 07:31:01",111,1,0,A4,brochure,15.77
JOB0333,USR246,PRN019,"2024-04-17 09:00:16",379,0,1,A4,blueprint,12.3
JOB0334,USR176,PRN017,"2024-04-17 10:36:02",388,0,0,A3,memo,14.89
JOB0335,USR156,PRN009,"2024-04-17 11:00:23",329,0,1,Letter,memo,16.79
JOB0336,USR199,PRN024,"2024-04-17 11:58:04",231,1,1,A3,technical_spec,5.45
JOB0337,USR120,PRN022,"2024-04-17 12:26:41",331,1,1,A3,invoice,9.83
JOB0338,USR280,PRN006,"2024-04-17 12:48:22",220,1,0,A4,report,15.98
JOB0339,USR103,PRN008,"2024-04-18 00:29:35",42,1,1,A3,technical_spec,13.97
JOB0340,USR099,PRN018,"2024-04-18 02:43:15",60,0,1,Letter,contract,13.25
JOB0341,USR127,PRN014,"2024-04-18 05:31:01",73,1,0,A4,memo,10.31
JOB0342,USR224,PRN001,"2024-04-18 06:45:07",240,0,1,A3,blueprint,16.91
JOB0343,USR141,PRN024,"2024-04-18 10:34:46",102,0,1,A3,blueprint,17.56
JOB0344,USR014,PRN014,"2024-04-18 11:10:43",315,0,1,Letter,memo,19.35
JOB0345,USR077,PRN025,"2024-04-18 12:46:28",325,1,0,A4,brochure,7.64
JOB0346,USR169,PRN013,"2024-04-18 13:17:16",33,1,0,A3,blueprint,18.43
JOB0347,USR041,PRN009,"2024-04-18 17:05:11",131,0,0,A4,blueprint,11.76
JOB0348,USR013,PRN014,"2024-04-18 20:03:46",161,0,0,Letter,brochure,14.31
JOB0349,USR171,PRN022,"2024-04-18 22:44:23",75,0,0,Letter,invoice,8.26
JOB0350,USR005,PRN002,"2024-04-19 05:29:26",235,1,0,A4,report,1.17
JOB0351,USR005,PRN012,"2024-04-19 14:18:14",282,0,0,A4,invoice,16.05
JOB0352,USR032,PRN005,"2024-04-19 14:42:06",300,0,0,Letter,memo,13.3
JOB0353,USR262,PRN008,"2024-04-19 17:40:44",300,0,0,Letter,brochure,11.62
JOB0354,USR006,PRN002,"2024-04-19 18:01:27",182,0,1,A3,blueprint,18.44
JOB0355,USR208,PRN012,"2024-04-19 20:04:12",67,1,0,A4,blueprint,0.85
JOB0356,USR004,PRN001,"2024-04-20 00:04:00",307,0,0,A4,blueprint,17.2
JOB0357,USR289,PRN005,"2024-04-20 05:53:10",240,1,1,Letter,blueprint,7.94
JOB0358,USR071,PRN017,"2024-04-20 12:35:50",146,0,0,Letter,contract,12.11
JOB0359,USR056,PRN023,"2024-04-20 13:38:00",223,0,0,A4,memo,9.46
JOB0360,USR241,PRN020,"2024-04-20 18:33:42",351,1,0,Letter,report,3
JOB0361,USR014,PRN004,"2024-04-20 22:13:22",260,0,1,Letter,memo,16.31
JOB0362,USR249,PRN009,"2024-04-21 00:26:33",218,1,0,A4,blueprint,17.47
JOB0363,USR025,PRN018,"2024-04-21 01:18:12",229,0,1,A3,invoice,13.46
JOB0364,USR200,PRN020,"2024-04-21 15:11:45",261,0,0,A3,contract,13.62
JOB0365,USR040,PRN020,"2024-04-22 02:54:32",206,0,0,Letter,blueprint,5.22
JOB0366,USR331,PRN019,"2024-04-22 06:11:48",320,0,1,Letter,technical_spec,13.55
JOB0367,USR006,PRN002,"2024-04-22 08:27:49",91,0,0,A3,technical_spec,12.38
JOB0368,USR225,PRN007,"2024-04-22 10:12:23",48,1,0,A3,memo,14.66
JOB0369,USR082,PRN016,"2024-04-22 16:21:25",390,1,1,Letter,report,9.39
JOB0370,USR267,PRN003,"2024-04-22 22:40:33",128,1,1,Letter,report,15.77
JOB0371,USR251,PRN017,"2024-04-23 03:36:11",125,0,1,Letter,invoice,7.06
JOB0372,USR134,PRN016,"2024-04-23 11:34:07",162,0,0,A3,invoice,17.52
JOB0373,USR178,PRN017,"2024-04-23 13:41:55",382,0,1,A3,blueprint,3.04
JOB0374,USR023,PRN017,"2024-04-23 15:46:43",107,1,0,A4,report,5.77
JOB0375,USR212,PRN019,"2024-04-24 01:55:03",256,0,0,Letter,blueprint,15.76
JOB0376,USR256,PRN005,"2024-04-24 10:05:13",296,1,1,Letter,memo,19.66
JOB0377,USR279,PRN006,"2024-04-24 21:44:36",81,1,0,A3,blueprint,16.36
JOB0378,USR330,PRN008,"2024-04-24 22:15:19",1,0,1,A3,contract,3.86
JOB0379,USR329,PRN005,"2024-04-24 22:47:12",132,0,1,A3,report,5.41
JOB0380,USR109,PRN021,"2024-04-24 23:18:45",261,0,1,A4,brochure,0.93
JOB0381,USR117,PRN008,"2024-04-25 00:24:29",391,1,1,A4,technical_spec,15.62
JOB0382,USR300,PRN022,"2024-04-25 02:30:09",153,1,1,A4,technical_spec,19.82
JOB0383,USR027,PRN009,"2024-04-25 06:18:31",283,0,0,A3,invoice,12.46
JOB0384,USR223,PRN001,"2024-04-25 08:11:48",44,0,1,A3,contract,15.39
JOB0385,USR205,PRN001,"2024-04-25 13:49:30",283,1,0,Letter,report,19.04
JOB0386,USR023,PRN017,"2024-04-25 13:50:55",60,1,0,A3,technical_spec,13.15
JOB0387,USR114,PRN025,"2024-04-25 15:42:37",182,1,0,Letter,memo,16.75
JOB0388,USR059,PRN021,"2024-04-25 15:47:27",222,1,1,Letter,contract,7.49
JOB0389,USR017,PRN025,"2024-04-25 16:39:41",142,0,1,A3,contract,5.34
JOB0390,USR116,PRN005,"2024-04-25 23:59:12",55,1,0,Letter,contract,7.13
JOB0391,USR283,PRN017,"2024-04-26 05:52:34",389,1,0,Letter,contract,5.32
JOB0392,USR061,PRN005,"2024-04-26 06:03:50",377,1,1,A3,technical_spec,4.14
JOB0393,USR039,PRN012,"2024-04-27 00:05:33",98,1,0,A3,blueprint,4.74
JOB0394,USR181,PRN022,"2024-04-27 00:49:59",200,1,1,A4,report,2.52
JOB0395,USR051,PRN005,"2024-04-27 08:14:47",373,0,0,Letter,blueprint,14.38
JOB0396,USR212,PRN009,"2024-04-27 17:08:06",249,0,0,A4,memo,12.22
JOB0397,USR221,PRN023,"2024-04-27 19:52:20",9,1,0,A4,invoice,8.71
JOB0398,USR236,PRN006,"2024-04-27 21:38:49",224,0,1,A4,memo,14.58
JOB0399,USR301,PRN007,"2024-04-28 06:47:55",282,0,0,A4,invoice,9.52
JOB0400,USR267,PRN013,"2024-04-28 08:22:37",218,1,1,A4,contract,6.6
JOB0401,USR297,PRN021,"2024-04-28 17:07:12",57,0,1,Letter,blueprint,8.7
JOB0402,USR264,PRN019,"2024-04-29 08:46:44",177,0,0,A3,technical_spec,9.73
JOB0403,USR051,PRN015,"2024-04-29 09:55:04",285,1,1,Letter,memo,14.45
JOB0404,USR145,PRN022,"2024-04-29 10:04:24",241,1,1,A4,brochure,1.95
JOB0405,USR023,PRN007,"2024-04-29 12:17:44",307,0,0,A4,memo,11.81
JOB0406,USR316,PRN007,"2024-04-29 13:47:10",320,0,1,A4,memo,17.31
JOB0407,USR193,PRN003,"2024-04-29 17:39:00",162,0,1,Letter,blueprint,3.76
JOB0408,USR036,PRN024,"2024-04-29 19:20:24",78,1,1,A4,invoice,12.82
JOB0409,USR194,PRN023,"2024-04-29 22:45:29",315,1,1,A3,report,16.86
JOB0410,USR156,PRN009,"2024-04-29 22:53:00",226,1,0,A4,blueprint,13.37
JOB0411,USR287,PRN019,"2024-04-30 04:39:54",229,1,1,Letter,blueprint,11.67
JOB0412,USR240,PRN001,"2024-04-30 06:20:59",116,1,0,A3,report,12.39
JOB0413,USR134,PRN006,"2024-04-30 08:11:25",102,1,0,A3,brochure,12.71
JOB0414,USR292,PRN006,"2024-04-30 11:48:14",268,1,1,Letter,brochure,4.93
JOB0415,USR043,PRN007,"2024-04-30 14:30:31",48,1,1,A3,contract,4.76
JOB0416,USR163,PRN009,"2024-04-30 15:07:21",57,0,1,A4,memo,6.33
JOB0417,USR198,PRN007,"2024-04-30 21:12:32",31,1,1,A3,memo,4.03
JOB0418,USR005,PRN012,"2024-04-30 21:31:50",335,0,1,Letter,memo,7.43
JOB0419,USR012,PRN003,"2024-04-30 23:15:01",80,0,0,Letter,contract,1.43
JOB0420,USR024,PRN017,"2024-05-01 00:59:18",300,0,1,Letter,invoice,2.32
JOB0421,USR281,PRN019,"2024-05-01 01:12:35",183,0,1,A3,memo,12.46
JOB0422,USR092,PRN014,"2024-05-01 03:41:50",93,1,0,A3,report,17.85
JOB0423,USR054,PRN023,"2024-05-01 04:08:35",1,0,1,Letter,brochure,2.01
JOB0424,USR203,PRN005,"2024-05-01 07:13:16",34,0,1,A4,brochure,13.5
JOB0425,USR066,PRN003,"2024-05-01 07:25:51",129,0,0,A3,invoice,9.86
JOB0426,USR003,PRN011,"2024-05-01 08:43:20",199,0,1,A3,report,8.92
JOB0427,USR003,PRN011,"2024-05-01 09:14:16",193,1,0,Letter,blueprint,2.01
JOB0428,USR106,PRN024,"2024-05-01 16:12:52",138,1,1,Letter,technical_spec,3.55
JOB0429,USR150,PRN007,"2024-05-01 18:08:26",113,0,0,A3,blueprint,12.88
JOB0430,USR281,PRN009,"2024-05-02 00:05:45",158,1,1,A3,invoice,15.66
JOB0431,USR232,PRN006,"2024-05-02 01:21:58",396,1,1,A3,contract,5.12
JOB0432,USR111,PRN024,"2024-05-02 02:01:52",168,1,0,A4,brochure,4.89
JOB0433,USR278,PRN013,"2024-05-02 09:02:10",24,0,1,A3,brochure,15.38
JOB0434,USR327,PRN006,"2024-05-02 09:16:07",375,0,0,A4,invoice,4.81
JOB0435,USR051,PRN025,"2024-05-02 11:43:34",28,1,0,A4,blueprint,2.64
JOB0436,USR299,PRN001,"2024-05-02 13:38:50",333,1,1,A4,technical_spec,17.2
JOB0437,USR160,PRN020,"2024-05-02 14:20:21",343,1,1,A4,memo,16.37
JOB0438,USR303,PRN023,"2024-05-02 14:21:01",261,0,1,A3,brochure,15.92
JOB0439,USR149,PRN016,"2024-05-02 14:31:44",183,1,1,A4,report,14.27
JOB0440,USR315,PRN022,"2024-05-02 16:53:15",234,1,1,A4,report,9.77
JOB0441,USR022,PRN006,"2024-05-02 18:10:17",196,1,1,Letter,memo,17.85
JOB0442,USR147,PRN014,"2024-05-02 22:14:19",371,1,1,A3,blueprint,13.69
JOB0443,USR186,PRN019,"2024-05-03 02:05:42",27,0,0,Letter,invoice,19.07
JOB0444,USR239,PRN014,"2024-05-03 07:13:51",41,1,0,A3,report,2.5
JOB0445,USR187,PRN020,"2024-05-03 08:17:56",348,1,0,A3,invoice,19.97
JOB0446,USR137,PRN006,"2024-05-03 10:36:45",131,0,1,Letter,invoice,17.87
JOB0447,USR156,PRN009,"2024-05-03 10:56:44",233,0,0,A4,contract,8.34
JOB0448,USR087,PRN024,"2024-05-03 12:59:43",101,1,0,A3,invoice,5.67
JOB0449,USR195,PRN023,"2024-05-03 13:23:25",237,0,0,Letter,memo,13.58
JOB0450,USR088,PRN019,"2024-05-03 15:40:03",268,1,0,A4,brochure,14.04
JOB0451,USR253,PRN003,"2024-05-03 18:44:34",80,1,0,A3,memo,4.72
JOB0452,USR123,PRN014,"2024-05-04 01:30:26",274,0,0,Letter,blueprint,3.74
JOB0453,USR094,PRN006,"2024-05-04 03:53:19",213,0,0,A3,report,8.7
JOB0454,USR020,PRN015,"2024-05-04 05:35:43",11,1,0,Letter,brochure,11.53
JOB0455,USR065,PRN020,"2024-05-04 10:35:37",184,1,0,A4,report,18.34
JOB0456,USR200,PRN010,"2024-05-04 11:46:53",368,0,1,A4,blueprint,13.95
JOB0457,USR214,PRN018,"2024-05-04 14:04:33",88,1,1,Letter,blueprint,6.83
JOB0458,USR289,PRN005,"2024-05-05 04:22:16",148,1,0,A4,invoice,16.97
JOB0459,USR231,PRN018,"2024-05-05 07:23:43",156,0,1,A3,blueprint,10.35
JOB0460,USR098,PRN015,"2024-05-05 08:35:19",130,1,1,Letter,invoice,15.9
JOB0461,USR107,PRN024,"2024-05-05 17:55:52",270,1,1,A4,brochure,8.42
JOB0462,USR199,PRN014,"2024-05-06 03:03:24",127,0,0,A4,memo,0.96
JOB0463,USR253,PRN003,"2024-05-06 05:59:13",83,0,0,A3,contract,16
JOB0464,USR060,PRN025,"2024-05-06 12:02:32",139,0,0,A4,brochure,13.66
JOB0465,USR008,PRN022,"2024-05-06 19:23:56",253,0,0,Letter,brochure,2.51
JOB0466,USR219,PRN002,"2024-05-06 20:17:46",233,1,1,A3,invoice,10.04
JOB0467,USR240,PRN021,"2024-05-06 22:14:48",190,0,0,A4,contract,3.79
JOB0468,USR145,PRN002,"2024-05-07 06:41:56",187,1,0,A3,invoice,2.87
JOB0469,USR148,PRN006,"2024-05-07 12:28:40",55,0,1,Letter,blueprint,12.07
JOB0470,USR289,PRN005,"2024-05-07 14:16:32",354,1,1,A4,report,17.82
JOB0471,USR118,PRN021,"2024-05-07 15:34:44",27,0,1,A4,brochure,14.23
JOB0472,USR121,PRN008,"2024-05-07 23:34:27",389,0,0,Letter,technical_spec,17.98
JOB0473,USR115,PRN019,"2024-05-08 01:51:18",248,1,1,A4,brochure,1.62
JOB0474,USR227,PRN016,"2024-05-08 02:51:59",235,1,1,Letter,technical_spec,7.1
JOB0475,USR079,PRN017,"2024-05-08 03:33:00",362,0,0,Letter,technical_spec,6.31
JOB0476,USR267,PRN023,"2024-05-08 03:57:49",184,0,0,Letter,report,2.66
JOB0477,USR109,PRN021,"2024-05-08 07:06:49",178,1,1,A3,blueprint,15.42
JOB0478,USR031,PRN020,"2024-05-08 12:09:56",301,1,0,A4,brochure,10.32
JOB0479,USR208,PRN012,"2024-05-08 14:32:22",38,0,0,A3,blueprint,15.77
JOB0480,USR247,PRN008,"2024-05-09 01:07:39",369,1,0,A4,blueprint,7.07
JOB0481,USR048,PRN017,"2024-05-09 06:17:34",65,1,1,A4,brochure,10.24
JOB0482,USR173,PRN021,"2024-05-09 06:49:45",39,0,1,A4,brochure,2.75
JOB0483,USR016,PRN014,"2024-05-09 08:38:31",156,0,0,Letter,technical_spec,8.62
JOB0484,USR090,PRN014,"2024-05-09 08:42:40",397,1,0,A3,report,8.83
JOB0485,USR154,PRN021,"2024-05-09 14:25:00",255,1,1,Letter,blueprint,11.25
JOB0486,USR313,PRN001,"2024-05-09 14:45:08",10,0,0,A3,blueprint,4.24
JOB0487,USR059,PRN001,"2024-05-09 16:25:39",96,0,0,A4,invoice,14.9
JOB0488,USR285,PRN017,"2024-05-09 21:25:08",247,1,1,A3,contract,6.77
JOB0489,USR020,PRN005,"2024-05-09 23:47:27",58,1,0,A3,technical_spec,4.74
JOB0490,USR011,PRN023,"2024-05-10 15:23:43",372,0,1,Letter,technical_spec,15.85
JOB0491,USR035,PRN007,"2024-05-10 17:45:34",99,1,1,A4,contract,19.27
JOB0492,USR188,PRN004,"2024-05-10 20:10:12",16,1,0,Letter,invoice,3.47
JOB0493,USR190,PRN024,"2024-05-10 21:14:00",91,0,0,A4,invoice,13.23
JOB0494,USR105,PRN024,"2024-05-10 23:51:37",308,0,1,A3,brochure,11.09
JOB0495,USR322,PRN020,"2024-05-11 00:34:52",105,0,0,A4,invoice,19.05
JOB0496,USR055,PRN004,"2024-05-11 03:58:00",357,0,1,Letter,report,9.55
JOB0497,USR143,PRN025,"2024-05-11 11:27:00",135,0,1,A4,invoice,11.94
JOB0498,USR196,PRN002,"2024-05-11 13:40:04",246,0,0,A4,blueprint,10.38
JOB0499,USR005,PRN002,"2024-05-11 23:21:52",18,0,0,Letter,technical_spec,0.56
JOB0500,USR101,PRN020,"2024-05-12 00:25:59",48,0,0,A3,memo,0.53
JOB0501,USR171,PRN012,"2024-05-12 11:49:45",253,1,0,Letter,technical_spec,2.82
JOB0502,USR322,PRN020,"2024-05-12 15:27:28",187,1,1,A3,brochure,10.57
JOB0503,USR308,PRN023,"2024-05-12 17:48:01",366,0,0,A4,blueprint,19.03
JOB0504,USR180,PRN002,"2024-05-12 21:54:50",264,0,0,Letter,brochure,7.07
JOB0505,USR100,PRN005,"2024-05-13 02:35:57",49,1,1,A3,blueprint,1.97
JOB0506,USR234,PRN006,"2024-05-13 11:42:07",9,0,1,A3,blueprint,14.8
JOB0507,USR047,PRN009,"2024-05-13 11:58:51",46,0,1,Letter,brochure,3.27
JOB0508,USR114,PRN005,"2024-05-13 12:19:45",373,0,1,A3,brochure,14.9
JOB0509,USR279,PRN006,"2024-05-13 19:30:46",74,1,1,A4,blueprint,19.34
JOB0510,USR150,PRN007,"2024-05-13 19:57:58",7,0,0,Letter,blueprint,10.9
JOB0511,USR008,PRN012,"2024-05-14 00:55:52",315,1,1,A4,blueprint,3.32
JOB0512,USR086,PRN009,"2024-05-14 05:54:03",0,1,0,A3,memo,0.93
JOB0513,USR307,PRN021,"2024-05-14 08:50:24",180,1,1,A3,blueprint,17.32
JOB0514,USR196,PRN022,"2024-05-14 11:01:26",80,0,1,A4,technical_spec,7.02
JOB0515,USR267,PRN013,"2024-05-14 16:21:31",85,1,1,A3,invoice,13.04
JOB0516,USR057,PRN014,"2024-05-14 19:40:33",55,1,0,Letter,memo,5.53
JOB0517,USR132,PRN023,"2024-05-14 23:17:11",51,0,0,A3,contract,13.8
JOB0518,USR020,PRN005,"2024-05-15 00:31:21",166,1,1,A4,memo,14.08
JOB0519,USR043,PRN007,"2024-05-15 01:31:41",106,1,1,A4,contract,18.6
JOB0520,USR037,PRN008,"2024-05-15 06:28:14",263,0,0,Letter,blueprint,12.99
JOB0521,USR095,PRN024,"2024-05-15 06:33:55",267,0,0,Letter,contract,18.37
JOB0522,USR144,PRN001,"2024-05-15 08:13:15",219,0,1,A3,report,6.95
JOB0523,USR294,PRN019,"2024-05-15 10:35:27",287,0,1,A3,brochure,5.09
JOB0524,USR041,PRN019,"2024-05-15 11:21:39",369,0,1,Letter,report,9.91
JOB0525,USR318,PRN011,"2024-05-15 14:02:45",205,1,0,A4,brochure,12.49
JOB0526,USR099,PRN008,"2024-05-15 19:27:00",273,0,1,Letter,contract,13.13
JOB0527,USR077,PRN015,"2024-05-15 22:51:45",379,1,0,A4,brochure,13.41
JOB0528,USR079,PRN017,"2024-05-15 22:54:37",177,0,0,Letter,report,4.74
JOB0529,USR296,PRN006,"2024-05-15 23:07:18",23,0,1,A3,contract,16.85
JOB0530,USR038,PRN006,"2024-05-16 03:10:45",236,1,0,A4,blueprint,13.93
JOB0531,USR049,PRN012,"2024-05-16 04:01:38",354,1,1,Letter,report,11.17
JOB0532,USR230,PRN019,"2024-05-16 04:39:08",217,1,1,Letter,memo,14.46
JOB0533,USR034,PRN022,"2024-05-16 05:21:43",220,0,1,A4,report,2.64
JOB0534,USR252,PRN021,"2024-05-16 06:09:49",353,1,1,A4,brochure,15.96
JOB0535,USR300,PRN002,"2024-05-16 07:54:29",15,1,0,A4,invoice,15.36
JOB0536,USR235,PRN020,"2024-05-16 14:39:31",112,0,0,A3,brochure,1.58
JOB0537,USR106,PRN024,"2024-05-16 18:08:41",283,1,1,A4,invoice,5.12
JOB0538,USR294,PRN019,"2024-05-16 21:57:02",240,1,1,Letter,technical_spec,13.94
JOB0539,USR120,PRN022,"2024-05-17 00:10:05",196,0,1,A4,technical_spec,9.8
JOB0540,USR159,PRN023,"2024-05-17 00:58:36",247,0,1,A4,brochure,12.69
JOB0541,USR316,PRN017,"2024-05-17 03:06:34",77,1,1,A4,technical_spec,0.43
JOB0542,USR144,PRN001,"2024-05-17 03:56:22",333,0,1,Letter,brochure,17.27
JOB0543,USR189,PRN016,"2024-05-17 07:27:50",329,0,0,Letter,blueprint,16.79
JOB0544,USR110,PRN022,"2024-05-17 08:34:19",80,0,0,Letter,report,1.21
JOB0545,USR059,PRN021,"2024-05-17 08:36:13",88,0,1,A3,invoice,8.85
JOB0546,USR161,PRN024,"2024-05-17 12:49:00",117,1,0,A3,report,19.73
JOB0547,USR190,PRN024,"2024-05-17 13:05:01",244,0,0,A3,invoice,12.41
JOB0548,USR303,PRN013,"2024-05-17 15:54:45",89,1,1,A3,contract,10.58
JOB0549,USR136,PRN025,"2024-05-18 00:35:41",270,0,1,A3,invoice,9.37
JOB0550,USR002,PRN021,"2024-05-18 04:12:31",71,0,0,A3,invoice,17.63
JOB0551,USR183,PRN024,"2024-05-18 12:25:52",338,0,0,Letter,brochure,19.28
JOB0552,USR088,PRN019,"2024-05-18 14:38:16",57,1,0,A4,memo,18.25
JOB0553,USR290,PRN020,"2024-05-18 15:10:47",198,1,0,Letter,contract,17.08
JOB0554,USR288,PRN016,"2024-05-18 17:34:12",307,1,0,A3,brochure,15.36
JOB0555,USR133,PRN009,"2024-05-18 20:05:41",45,0,1,A3,memo,19.88
JOB0556,USR229,PRN021,"2024-05-19 00:48:59",246,0,0,Letter,memo,13.17
JOB0557,USR155,PRN013,"2024-05-19 01:40:56",5,0,1,A4,memo,1.45
JOB0558,USR013,PRN004,"2024-05-19 03:26:23",334,1,1,A3,report,14.78
JOB0559,USR328,PRN018,"2024-05-19 07:02:59",224,1,0,A4,report,8.96
JOB0560,USR103,PRN018,"2024-05-19 11:41:21",163,0,0,A4,report,19.99
JOB0561,USR104,PRN007,"2024-05-19 13:22:30",332,0,1,A4,technical_spec,16.81
JOB0562,USR147,PRN014,"2024-05-19 20:28:49",330,1,0,Letter,contract,10.77
JOB0563,USR185,PRN006,"2024-05-19 23:29:07",187,0,1,A3,invoice,11.67
JOB0564,USR271,PRN011,"2024-05-20 09:14:54",338,1,1,A4,memo,17.8
JOB0565,USR152,PRN020,"2024-05-20 17:35:17",338,1,0,A4,memo,13.71
JOB0566,USR066,PRN013,"2024-05-20 18:10:45",172,1,1,A4,report,4.76
JOB0567,USR069,PRN014,"2024-05-20 21:08:43",282,1,0,Letter,technical_spec,13.9
JOB0568,USR084,PRN017,"2024-05-20 21:59:22",1,1,1,Letter,brochure,10.52
JOB0569,USR238,PRN014,"2024-05-21 02:45:21",248,0,1,A3,blueprint,11.1
JOB0570,USR164,PRN008,"2024-05-21 07:02:02",113,1,0,A4,contract,3.63
JOB0571,USR257,PRN009,"2024-05-21 07:42:41",27,0,0,A4,invoice,5.55
JOB0572,USR288,PRN006,"2024-05-21 09:00:50",255,0,0,A4,blueprint,7.1
JOB0573,USR094,PRN006,"2024-05-21 11:31:03",54,0,0,A3,contract,18.83
JOB0574,USR288,PRN006,"2024-05-21 12:01:59",335,0,0,Letter,blueprint,18.19
JOB0575,USR111,PRN024,"2024-05-21 19:04:46",15,1,0,Letter,invoice,9.41
JOB0576,USR168,PRN010,"2024-05-21 21:56:16",298,0,0,A3,blueprint,6.32
JOB0577,USR261,PRN022,"2024-05-21 23:20:56",336,1,0,A4,contract,8.88
JOB0578,USR132,PRN013,"2024-05-22 00:39:36",174,1,0,A4,invoice,8.28
JOB0579,USR217,PRN009,"2024-05-22 02:46:36",205,0,1,A3,memo,0.99
JOB0580,USR275,PRN013,"2024-05-22 05:36:01",5,1,0,Letter,brochure,4.05
JOB0581,USR154,PRN021,"2024-05-22 05:51:07",220,0,0,Letter,technical_spec,5.5
JOB0582,USR112,PRN025,"2024-05-22 06:45:57",88,1,0,A3,technical_spec,1.6
JOB0583,USR193,PRN013,"2024-05-22 07:13:16",360,0,0,A3,contract,10.36
JOB0584,USR036,PRN024,"2024-05-22 11:24:18",394,1,0,A3,contract,15.36
JOB0585,USR199,PRN024,"2024-05-22 16:20:42",391,0,1,Letter,contract,7.67
JOB0586,USR180,PRN012,"2024-05-22 16:39:42",315,1,1,Letter,invoice,7.96
JOB0587,USR149,PRN016,"2024-05-22 23:05:45",295,0,0,A4,memo,18.59
JOB0588,USR001,PRN001,"2024-05-23 03:35:58",40,1,1,Letter,brochure,1.65
JOB0589,USR330,PRN018,"2024-05-23 09:47:50",48,1,0,A4,contract,4.76
JOB0590,USR045,PRN010,"2024-05-23 11:21:20",385,0,1,A3,blueprint,5.21
JOB0591,USR058,PRN025,"2024-05-23 23:06:30",216,1,1,A3,invoice,18.72
JOB0592,USR170,PRN002,"2024-05-24 05:51:49",107,0,1,A3,report,5.54
JOB0593,USR331,PRN019,"2024-05-24 06:50:30",82,0,1,A4,report,8.92
JOB0594,USR149,PRN006,"2024-05-24 10:00:54",119,1,1,Letter,brochure,14.87
JOB0595,USR079,PRN007,"2024-05-24 10:07:44",285,1,1,Letter,report,17.83
JOB0596,USR150,PRN007,"2024-05-24 12:39:41",107,1,0,Letter,report,3.49
JOB0597,USR032,PRN015,"2024-05-24 13:01:26",267,0,1,A4,brochure,4.04
JOB0598,USR179,PRN018,"2024-05-24 17:01:44",267,1,1,A4,memo,6.15
JOB0599,USR057,PRN014,"2024-05-24 21:03:28",218,1,1,Letter,brochure,5.48
JOB0600,USR004,PRN011,"2024-05-24 21:37:06",13,1,0,A4,technical_spec,16.35
JOB0601,USR327,PRN016,"2024-05-24 23:15:53",84,1,0,A4,report,2.44
JOB0602,USR227,PRN006,"2024-05-24 23:19:08",39,0,0,Letter,invoice,8.99
JOB0603,USR147,PRN014,"2024-05-25 05:31:54",160,0,0,Letter,technical_spec,10.37
